steps,train_accuracy,validation_accuracy
26.0,0.1719512195121951,0.28735632183908044
52.0,0.3475609756097561,0.41954022988505746
78.0,0.4841463414634146,0.47126436781609193
104.0,0.5439024390243903,0.4827586206896552
130.0,0.6036585365853658,0.6436781609195402
156.0,0.7012195121951219,0.7126436781609196
182.0,0.7451219512195122,0.7183908045977011
208.0,0.7829268292682927,0.7471264367816092
234.0,0.8158536585365853,0.7298850574712644
260.0,0.8268292682926829,0.7298850574712644
286.0,0.8451219512195122,0.7528735632183908
312.0,0.8548780487804878,0.7413793103448276
338.0,0.8585365853658536,0.7298850574712644
364.0,0.8670731707317073,0.7586206896551724
390.0,0.8719512195121951,0.7586206896551724
416.0,0.874390243902439,0.7413793103448276
442.0,0.8841463414634146,0.7528735632183908
468.0,0.8890243902439025,0.7701149425287356
494.0,0.8939024390243903,0.7528735632183908
520.0,0.8975609756097561,0.7183908045977011
546.0,0.8987804878048781,0.7413793103448276
572.0,0.9036585365853659,0.735632183908046
598.0,0.9060975609756098,0.7183908045977011
624.0,0.9073170731707317,0.7068965517241379
650.0,0.9097560975609756,0.7298850574712644
676.0,0.9109756097560976,0.7068965517241379
702.0,0.9121951219512195,0.7183908045977011
728.0,0.9134146341463415,0.7011494252873564
754.0,0.9146341463414634,0.7126436781609196
780.0,0.9146341463414634,0.7126436781609196
806.0,0.9146341463414634,0.7298850574712644
832.0,0.9146341463414634,0.7011494252873564
858.0,0.9158536585365854,0.6954022988505747
884.0,0.9158536585365854,0.7413793103448276
910.0,0.9195121951219513,0.7011494252873564
936.0,0.9207317073170732,0.7241379310344828
962.0,0.9231707317073171,0.7183908045977011
988.0,0.9243902439024391,0.7183908045977011
1014.0,0.9243902439024391,0.7241379310344828
1040.0,0.9219512195121952,0.7413793103448276
1066.0,0.9219512195121952,0.7471264367816092
1092.0,0.925609756097561,0.7471264367816092
1118.0,0.926829268292683,0.7126436781609196
1144.0,0.9243902439024391,0.7241379310344828
1170.0,0.9304878048780488,0.7413793103448276
1196.0,0.9317073170731708,0.7413793103448276
1222.0,0.9317073170731708,0.7471264367816092
1248.0,0.9317073170731708,0.7298850574712644
1274.0,0.9317073170731708,0.7298850574712644
1300.0,0.9317073170731708,0.7298850574712644
