steps,train_accuracy,validation_accuracy
26.0,0.02926829268292683,0.034482758620689655
52.0,0.025609756097560974,0.05172413793103448
78.0,0.03048780487804878,0.04597701149425287
104.0,0.036585365853658534,0.05172413793103448
130.0,0.02926829268292683,0.034482758620689655
156.0,0.023170731707317073,0.034482758620689655
182.0,0.025609756097560974,0.034482758620689655
208.0,0.01951219512195122,0.034482758620689655
234.0,0.020731707317073172,0.034482758620689655
260.0,0.01951219512195122,0.034482758620689655
286.0,0.01707317073170732,0.034482758620689655
312.0,0.015853658536585366,0.040229885057471264
338.0,0.013414634146341463,0.034482758620689655
364.0,0.018292682926829267,0.028735632183908046
390.0,0.014634146341463415,0.028735632183908046
416.0,0.012195121951219513,0.034482758620689655
442.0,0.013414634146341463,0.028735632183908046
468.0,0.015853658536585366,0.028735632183908046
494.0,0.01097560975609756,0.028735632183908046
520.0,0.014634146341463415,0.028735632183908046
546.0,0.013414634146341463,0.028735632183908046
572.0,0.01097560975609756,0.028735632183908046
598.0,0.012195121951219513,0.028735632183908046
624.0,0.01097560975609756,0.028735632183908046
650.0,0.01097560975609756,0.034482758620689655
676.0,0.01097560975609756,0.017241379310344827
702.0,0.012195121951219513,0.034482758620689655
728.0,0.00975609756097561,0.028735632183908046
754.0,0.007317073170731708,0.028735632183908046
780.0,0.00975609756097561,0.028735632183908046
806.0,0.01097560975609756,0.040229885057471264
832.0,0.00853658536585366,0.028735632183908046
858.0,0.007317073170731708,0.040229885057471264
884.0,0.006097560975609756,0.040229885057471264
910.0,0.007317073170731708,0.040229885057471264
936.0,0.006097560975609756,0.040229885057471264
962.0,0.00853658536585366,0.028735632183908046
988.0,0.006097560975609756,0.028735632183908046
1014.0,0.007317073170731708,0.04597701149425287
1040.0,0.006097560975609756,0.034482758620689655
1066.0,0.007317073170731708,0.040229885057471264
1092.0,0.007317073170731708,0.040229885057471264
1118.0,0.00853658536585366,0.040229885057471264
1144.0,0.006097560975609756,0.040229885057471264
1170.0,0.007317073170731708,0.040229885057471264
1196.0,0.007317073170731708,0.040229885057471264
1222.0,0.007317073170731708,0.028735632183908046
1248.0,0.007317073170731708,0.05172413793103448
1274.0,0.007317073170731708,0.04597701149425287
1300.0,0.007317073170731708,0.04597701149425287
