steps,train_accuracy,validation_accuracy
10.0,0.07439024390243902,0.06321839080459771
20.0,0.045121951219512194,0.05172413793103448
30.0,0.03048780487804878,0.040229885057471264
40.0,0.02804878048780488,0.05172413793103448
50.0,0.025609756097560974,0.04597701149425287
60.0,0.032926829268292684,0.04597701149425287
70.0,0.02926829268292683,0.04597701149425287
80.0,0.024390243902439025,0.04597701149425287
90.0,0.02195121951219512,0.04597701149425287
100.0,0.018292682926829267,0.040229885057471264
110.0,0.018292682926829267,0.04597701149425287
120.0,0.018292682926829267,0.040229885057471264
130.0,0.018292682926829267,0.034482758620689655
140.0,0.01707317073170732,0.040229885057471264
150.0,0.01707317073170732,0.034482758620689655
160.0,0.018292682926829267,0.034482758620689655
170.0,0.015853658536585366,0.040229885057471264
180.0,0.01707317073170732,0.034482758620689655
190.0,0.015853658536585366,0.034482758620689655
200.0,0.015853658536585366,0.034482758620689655
210.0,0.015853658536585366,0.034482758620689655
220.0,0.014634146341463415,0.034482758620689655
230.0,0.014634146341463415,0.034482758620689655
240.0,0.014634146341463415,0.028735632183908046
250.0,0.013414634146341463,0.034482758620689655
260.0,0.013414634146341463,0.034482758620689655
270.0,0.012195121951219513,0.034482758620689655
280.0,0.01097560975609756,0.034482758620689655
290.0,0.014634146341463415,0.034482758620689655
300.0,0.014634146341463415,0.034482758620689655
310.0,0.013414634146341463,0.034482758620689655
320.0,0.012195121951219513,0.028735632183908046
330.0,0.013414634146341463,0.034482758620689655
340.0,0.012195121951219513,0.034482758620689655
350.0,0.012195121951219513,0.034482758620689655
360.0,0.013414634146341463,0.034482758620689655
370.0,0.013414634146341463,0.040229885057471264
380.0,0.013414634146341463,0.034482758620689655
390.0,0.013414634146341463,0.034482758620689655
400.0,0.013414634146341463,0.040229885057471264
410.0,0.012195121951219513,0.040229885057471264
420.0,0.012195121951219513,0.040229885057471264
430.0,0.012195121951219513,0.040229885057471264
440.0,0.013414634146341463,0.034482758620689655
450.0,0.012195121951219513,0.034482758620689655
460.0,0.013414634146341463,0.034482758620689655
470.0,0.013414634146341463,0.040229885057471264
480.0,0.014634146341463415,0.034482758620689655
490.0,0.012195121951219513,0.034482758620689655
500.0,0.01097560975609756,0.034482758620689655
