steps,train_accuracy,validation_accuracy
26.0,0.17073170731707318,0.26436781609195403
52.0,0.3426829268292683,0.40804597701149425
78.0,0.4926829268292683,0.47701149425287354
104.0,0.5195121951219512,0.5229885057471264
130.0,0.6012195121951219,0.6896551724137931
156.0,0.6963414634146341,0.7298850574712644
182.0,0.7536585365853659,0.7126436781609196
208.0,0.7829268292682927,0.7471264367816092
234.0,0.8170731707317073,0.7528735632183908
260.0,0.8365853658536585,0.7126436781609196
286.0,0.8439024390243902,0.7298850574712644
312.0,0.8585365853658536,0.7413793103448276
338.0,0.8695121951219512,0.764367816091954
364.0,0.875609756097561,0.7471264367816092
390.0,0.8804878048780488,0.7413793103448276
416.0,0.8841463414634146,0.7298850574712644
442.0,0.8902439024390244,0.735632183908046
468.0,0.8914634146341464,0.7413793103448276
494.0,0.8939024390243903,0.7241379310344828
520.0,0.8951219512195122,0.7586206896551724
546.0,0.9,0.7413793103448276
572.0,0.9073170731707317,0.7471264367816092
598.0,0.9097560975609756,0.7298850574712644
624.0,0.9121951219512195,0.735632183908046
650.0,0.9134146341463415,0.7241379310344828
676.0,0.9158536585365854,0.7011494252873564
702.0,0.9195121951219513,0.7126436781609196
728.0,0.9207317073170732,0.7241379310344828
754.0,0.925609756097561,0.7183908045977011
780.0,0.926829268292683,0.7241379310344828
806.0,0.925609756097561,0.7126436781609196
832.0,0.9280487804878049,0.7183908045977011
858.0,0.926829268292683,0.7011494252873564
884.0,0.9207317073170732,0.6954022988505747
910.0,0.9243902439024391,0.7011494252873564
936.0,0.9280487804878049,0.7241379310344828
962.0,0.9292682926829269,0.735632183908046
988.0,0.9292682926829269,0.7298850574712644
1014.0,0.9304878048780488,0.735632183908046
1040.0,0.9304878048780488,0.7413793103448276
1066.0,0.9304878048780488,0.7471264367816092
1092.0,0.9304878048780488,0.7413793103448276
1118.0,0.9304878048780488,0.7298850574712644
1144.0,0.9317073170731708,0.7298850574712644
1170.0,0.9317073170731708,0.7183908045977011
1196.0,0.9317073170731708,0.7183908045977011
1222.0,0.9317073170731708,0.7126436781609196
1248.0,0.9317073170731708,0.7241379310344828
1274.0,0.9317073170731708,0.7298850574712644
1300.0,0.9317073170731708,0.735632183908046
