steps,train_accuracy,validation_accuracy
26.0,0.5670731707317073,0.6235632183908046
52.0,0.6835365853658537,0.7183908045977011
78.0,0.7140243902439024,0.7298850574712644
104.0,0.7445121951219512,0.7327586206896551
130.0,0.776219512195122,0.7327586206896551
156.0,0.8091463414634147,0.7471264367816092
182.0,0.8292682926829268,0.7126436781609196
208.0,0.8548780487804878,0.7126436781609196
234.0,0.8835365853658537,0.7327586206896551
260.0,0.8963414634146342,0.6982758620689655
286.0,0.9335365853658537,0.7270114942528736
312.0,0.949390243902439,0.7040229885057471
338.0,0.949390243902439,0.7097701149425287
364.0,0.9774390243902439,0.7068965517241379
390.0,0.9896341463414634,0.7068965517241379
416.0,0.9926829268292683,0.6867816091954023
442.0,0.9957317073170732,0.6839080459770115
468.0,0.9957317073170732,0.7040229885057471
494.0,0.9975609756097561,0.6867816091954023
520.0,0.9975609756097561,0.6810344827586207
546.0,0.9975609756097561,0.6954022988505747
572.0,0.9926829268292683,0.6781609195402298
598.0,0.9896341463414634,0.6781609195402298
624.0,0.998780487804878,0.7068965517241379
650.0,0.9981707317073171,0.6954022988505747
676.0,0.999390243902439,0.7011494252873564
702.0,0.999390243902439,0.6982758620689655
728.0,0.999390243902439,0.7011494252873564
754.0,0.999390243902439,0.7011494252873564
780.0,1.0,0.7011494252873564
806.0,1.0,0.7040229885057471
832.0,1.0,0.6982758620689655
858.0,1.0,0.6982758620689655
884.0,1.0,0.6982758620689655
910.0,1.0,0.7011494252873564
936.0,1.0,0.6982758620689655
962.0,1.0,0.6954022988505747
988.0,1.0,0.6954022988505747
1014.0,1.0,0.6954022988505747
1040.0,1.0,0.6954022988505747
1066.0,1.0,0.6925287356321839
1092.0,1.0,0.7011494252873564
1118.0,1.0,0.6954022988505747
1144.0,1.0,0.6982758620689655
1170.0,1.0,0.6925287356321839
1196.0,1.0,0.6954022988505747
1222.0,1.0,0.6954022988505747
1248.0,1.0,0.6954022988505747
1274.0,1.0,0.6954022988505747
1300.0,1.0,0.6954022988505747
