steps,train_accuracy,validation_accuracy
26.0,0.0475609756097561,0.017241379310344827
52.0,0.045121951219512194,0.017241379310344827
78.0,0.045121951219512194,0.017241379310344827
104.0,0.04024390243902439,0.017241379310344827
130.0,0.04390243902439024,0.017241379310344827
156.0,0.041463414634146344,0.017241379310344827
182.0,0.045121951219512194,0.017241379310344827
208.0,0.041463414634146344,0.017241379310344827
234.0,0.042682926829268296,0.017241379310344827
260.0,0.04024390243902439,0.017241379310344827
286.0,0.042682926829268296,0.017241379310344827
312.0,0.04390243902439024,0.017241379310344827
338.0,0.042682926829268296,0.017241379310344827
364.0,0.042682926829268296,0.017241379310344827
390.0,0.03902439024390244,0.017241379310344827
416.0,0.04024390243902439,0.017241379310344827
442.0,0.04024390243902439,0.017241379310344827
468.0,0.03902439024390244,0.017241379310344827
494.0,0.045121951219512194,0.017241379310344827
520.0,0.041463414634146344,0.017241379310344827
546.0,0.04024390243902439,0.017241379310344827
572.0,0.042682926829268296,0.017241379310344827
598.0,0.041463414634146344,0.017241379310344827
624.0,0.03780487804878049,0.017241379310344827
650.0,0.04024390243902439,0.017241379310344827
676.0,0.04024390243902439,0.017241379310344827
702.0,0.045121951219512194,0.017241379310344827
728.0,0.04024390243902439,0.017241379310344827
754.0,0.03536585365853658,0.017241379310344827
780.0,0.03902439024390244,0.017241379310344827
806.0,0.036585365853658534,0.017241379310344827
832.0,0.04390243902439024,0.017241379310344827
858.0,0.042682926829268296,0.017241379310344827
884.0,0.03902439024390244,0.017241379310344827
910.0,0.041463414634146344,0.017241379310344827
936.0,0.03780487804878049,0.017241379310344827
962.0,0.03780487804878049,0.017241379310344827
988.0,0.042682926829268296,0.017241379310344827
1014.0,0.04390243902439024,0.017241379310344827
1040.0,0.03780487804878049,0.017241379310344827
1066.0,0.042682926829268296,0.017241379310344827
1092.0,0.041463414634146344,0.017241379310344827
1118.0,0.04024390243902439,0.017241379310344827
1144.0,0.046341463414634146,0.017241379310344827
1170.0,0.04390243902439024,0.017241379310344827
1196.0,0.042682926829268296,0.017241379310344827
1222.0,0.04024390243902439,0.017241379310344827
1248.0,0.042682926829268296,0.017241379310344827
1274.0,0.042682926829268296,0.017241379310344827
1300.0,0.041463414634146344,0.017241379310344827
