steps,train_accuracy,validation_accuracy
26.0,0.3207317073170732,0.46551724137931033
52.0,0.49878048780487805,0.5057471264367817
78.0,0.5353658536585366,0.4540229885057471
104.0,0.5902439024390244,0.6091954022988506
130.0,0.6682926829268293,0.7241379310344828
156.0,0.7109756097560975,0.7413793103448276
182.0,0.7475609756097561,0.7758620689655172
208.0,0.7695121951219512,0.7816091954022989
234.0,0.7963414634146342,0.7298850574712644
260.0,0.8097560975609757,0.764367816091954
286.0,0.8280487804878048,0.7126436781609196
312.0,0.8317073170731707,0.7413793103448276
338.0,0.8390243902439024,0.7298850574712644
364.0,0.8524390243902439,0.735632183908046
390.0,0.8609756097560975,0.7126436781609196
416.0,0.8658536585365854,0.7528735632183908
442.0,0.8707317073170732,0.7298850574712644
468.0,0.8731707317073171,0.7126436781609196
494.0,0.8792682926829268,0.7298850574712644
520.0,0.8829268292682927,0.735632183908046
546.0,0.8865853658536585,0.7183908045977011
572.0,0.8865853658536585,0.7413793103448276
598.0,0.8890243902439025,0.735632183908046
624.0,0.8939024390243903,0.7528735632183908
650.0,0.8939024390243903,0.7068965517241379
676.0,0.8975609756097561,0.7298850574712644
702.0,0.8987804878048781,0.7298850574712644
728.0,0.9,0.735632183908046
754.0,0.9036585365853659,0.7241379310344828
780.0,0.9036585365853659,0.7586206896551724
806.0,0.9048780487804878,0.7241379310344828
832.0,0.9097560975609756,0.7471264367816092
858.0,0.9097560975609756,0.7471264367816092
884.0,0.9085365853658537,0.7241379310344828
910.0,0.9036585365853659,0.7413793103448276
936.0,0.9073170731707317,0.7701149425287356
962.0,0.9109756097560976,0.7586206896551724
988.0,0.9097560975609756,0.7528735632183908
1014.0,0.9134146341463415,0.7586206896551724
1040.0,0.9134146341463415,0.7528735632183908
1066.0,0.9158536585365854,0.7528735632183908
1092.0,0.9134146341463415,0.7528735632183908
1118.0,0.9158536585365854,0.7471264367816092
1144.0,0.9146341463414634,0.7413793103448276
1170.0,0.9146341463414634,0.7413793103448276
1196.0,0.9158536585365854,0.7471264367816092
1222.0,0.9158536585365854,0.735632183908046
1248.0,0.9158536585365854,0.7413793103448276
1274.0,0.9158536585365854,0.7413793103448276
1300.0,0.9170731707317074,0.7471264367816092
