steps,train_accuracy,validation_accuracy
26.0,0.03536585365853658,0.04597701149425287
52.0,0.03536585365853658,0.04597701149425287
78.0,0.03536585365853658,0.04597701149425287
104.0,0.03536585365853658,0.04597701149425287
130.0,0.03536585365853658,0.04597701149425287
156.0,0.03536585365853658,0.04597701149425287
182.0,0.03536585365853658,0.05172413793103448
208.0,0.03536585365853658,0.05172413793103448
234.0,0.03536585365853658,0.05172413793103448
260.0,0.03536585365853658,0.05172413793103448
286.0,0.03536585365853658,0.05172413793103448
312.0,0.03536585365853658,0.05172413793103448
338.0,0.03536585365853658,0.05172413793103448
364.0,0.03536585365853658,0.05172413793103448
390.0,0.03536585365853658,0.05172413793103448
416.0,0.03536585365853658,0.05172413793103448
442.0,0.03536585365853658,0.05172413793103448
468.0,0.03536585365853658,0.05172413793103448
494.0,0.03536585365853658,0.05172413793103448
520.0,0.03536585365853658,0.05172413793103448
546.0,0.03536585365853658,0.05172413793103448
572.0,0.03536585365853658,0.05172413793103448
598.0,0.03536585365853658,0.05172413793103448
624.0,0.03536585365853658,0.05172413793103448
650.0,0.03536585365853658,0.05172413793103448
676.0,0.03536585365853658,0.05172413793103448
702.0,0.03536585365853658,0.05172413793103448
728.0,0.03536585365853658,0.05172413793103448
754.0,0.03536585365853658,0.05172413793103448
780.0,0.036585365853658534,0.05172413793103448
806.0,0.036585365853658534,0.05172413793103448
832.0,0.036585365853658534,0.05172413793103448
858.0,0.036585365853658534,0.05172413793103448
884.0,0.036585365853658534,0.05172413793103448
910.0,0.036585365853658534,0.05172413793103448
936.0,0.036585365853658534,0.05172413793103448
962.0,0.036585365853658534,0.05172413793103448
988.0,0.036585365853658534,0.05172413793103448
1014.0,0.036585365853658534,0.05172413793103448
1040.0,0.036585365853658534,0.05172413793103448
1066.0,0.036585365853658534,0.05172413793103448
1092.0,0.036585365853658534,0.05172413793103448
1118.0,0.03780487804878049,0.05172413793103448
1144.0,0.03780487804878049,0.05172413793103448
1170.0,0.03780487804878049,0.05172413793103448
1196.0,0.03780487804878049,0.05172413793103448
1222.0,0.03780487804878049,0.05172413793103448
1248.0,0.03780487804878049,0.05172413793103448
1274.0,0.03780487804878049,0.05172413793103448
1300.0,0.03780487804878049,0.05172413793103448
